Search No,Source Folder,Source code,Summary of what was found,Detailed description of what was found,Source name,URLs extracted
07,07_Logistics_Cost_Weight_Link,S07-003,"DHL Global Forwarding shows chargeable weight differs by mode: air uses volumetric conversion, ocean LCL uses volume, rail uses another density ratio, and road varies by carrier/location.","Logistics issue covered: multimodal freight charging logic. Packaging/material relevance: international cosmetics supply chains moving components, finished goods, and e-commerce replenishment by air, ocean, rail, or road. Actual versus dimensional relevance: DHL lists volumetric-weight formulas for air, ocean LCL, and rail, and notes road can vary case by case. Cost/emissions/damage implication: material-based lightweighting has the clearest shipping-cost benefit where freight is weight-constrained; where freight is cube/volume-priced, logistics benefits may depend more on density/loading efficiency than grams alone. Use in lightweighting evaluation: test each packaging route against its real transport mode and billing basis before monetizing savings. Limitation: formulas are directional education guidance, not negotiated customer tariffs.","Calculating Chargeable Weight by Air, Ocean, Road and Rail — DHL Global Forwarding — https://www.dhl.com/in-en/home/global-forwarding/freight-forwarding-education-center/calculating-chargeable-weights.html",https://www.dhl.com/in-en/home/global-forwarding/freight-forwarding-education-center/calculating-chargeable-weights.html
07,07_Logistics_Cost_Weight_Link,S07-004,ISTA guidance says sustainable packaging should aim for optimum protection with minimum packaging and describes a reduce-to-damage approach.,"Logistics issue covered: trade-off between reducing packaging and preserving distribution performance. Packaging/material relevance: primary, secondary, and tertiary packs for fragile beauty items such as glass bottles, droppers, and premium sets. Actual versus dimensional relevance: not a billing source, but essential for interpreting whether weight reduction is economically safe. Cost/emissions/damage implication: reducing packaging without validating protection can raise damage, returns, and replacement freight. Use in lightweighting evaluation: use this as a methodological principle for material-downgauge or material-substitution recommendations. Limitation: testing philosophy source, not product-category-specific pass/fail thresholds for cosmetics.",Guidelines for Selecting and Using ISTA Test Procedures — International Safe Transit Association — https://ista.org/docs/ISTA_2017_Guidelines.pdf,https://ista.org/docs/ISTA_2017_Guidelines.pdf
07,07_Logistics_Cost_Weight_Link,S07-005,"ISTA says 3-Series and retailer/carrier-specific 6-Series tests simulate transport hazards across parcel, LTL, truckload, retail, and e-commerce systems.","Logistics issue covered: protective-packaging performance under real distribution hazards. Packaging/material relevance: lighter corrugated shippers, inserts, trays, paper void fill, air pillows, and alternative protective formats for beauty products. Actual versus dimensional relevance: indirect; testing determines whether lighter material solutions remain viable through parcel and retail distribution even if they reduce weight. Cost/emissions/damage implication: logistics economics must include hazard exposure and damage probability, not only freight weight. Use in lightweighting evaluation: require transport-test evidence for fragile or premium cosmetic packs, especially those moving through parcel or e-commerce channels. Limitation: ISTA describes test families and use cases, but detailed protocols may require separate access.",Test Procedures — International Safe Transit Association — https://ista.org/test_procedures.php,https://ista.org/test_procedures.php
07,07_Logistics_Cost_Weight_Link,S07-006,"Amazon’s Ships in Product Packaging program can reduce added packaging and fulfillment fees but requires product testing; fragile, liquid, or sharp items may need ISTA 6 lab testing.","Logistics issue covered: e-commerce fulfillment cost, packaging minimization, and protection validation. Packaging/material relevance: beauty e-commerce products including liquids, breakables, and premium presentation packs. Actual versus dimensional relevance: not a carrier-rate page, but links packaging design to fulfillment cost and truck reduction. Cost/emissions/damage implication: eliminating added packaging can reduce fulfillment costs and carbon footprint, but testing is mandatory for higher-risk products. Use in lightweighting evaluation: e-commerce-ready packs must pass channel-specific performance tests before logistics savings are counted. Limitation: Amazon fulfillment program, not a universal retail standard.",Ships in Product Packaging — Amazon — https://sell.amazon.com/programs/custom-packaging,https://sell.amazon.com/programs/custom-packaging
07,07_Logistics_Cost_Weight_Link,S07-007,"Pregis states damaged products can cost retailers millions, and a single return can incur hundreds of dollars when all functions are counted.","Logistics issue covered: hidden cost of damage and returns. Packaging/material relevance: fragile cosmetics, glass bottles, gift sets, and e-commerce parcel shipments where under-protection can negate material savings. Actual versus dimensional relevance: indirect; freight savings cannot be evaluated separately from damage economics. Cost/emissions/damage implication: if lighter materials reduce protective performance, replacement shipments, reverse logistics, labor, and lost sales can overwhelm packaging-weight savings. Use in lightweighting evaluation: assess lightweighting options on total delivered-cost risk, not only pack material cost or freight cost. Limitation: supplier-published directional figures rather than category-specific cosmetics benchmarks.",How Damaged Product Impacts Your Profitability — Pregis — https://www.pregis.com/globalassets/white-papers-and-case-studies/2019---updated/white-paper-6-part-analysis-damaged-product-impact-2019.pdf,https://www.pregis.com/globalassets/white-papers-and-case-studies/2019---updated/white-paper-6-part-analysis-damaged-product-impact-2019.pdf
07,07_Logistics_Cost_Weight_Link,S07-008,"NRF and Appriss reported $743 billion of merchandise returned in 2023, providing context for the scale of returns as a retail cost burden.","Logistics issue covered: retail returns as a cost burden. Packaging/material relevance: beauty e-commerce because packaging-related damage contributes to the broader returns cost environment. Actual versus dimensional relevance: none directly; contextual evidence only. Cost/emissions/damage implication: returns create additional handling, processing, transport, and loss costs. Use in lightweighting evaluation: background evidence for why avoiding avoidable damage-related returns matters; pair with damage-specific sources rather than using alone. Limitation: not all returns are packaging damage and the article focuses partly on return fraud.",NRF and Appriss Retail Report: $743 Billion in Merchandise Returned in 2023 — National Retail Federation — https://nrf.com/media-center/press-releases/nrf-and-appriss-retail-report-743-billion-merchandise-returned-2023,https://nrf.com/media-center/press-releases/nrf-and-appriss-retail-report-743-billion-merchandise-returned-2023
07,07_Logistics_Cost_Weight_Link,S07-009,"DHL says lightweight materials can lower shipping costs and sustainable packaging can reduce product damage, warehouse clutter, shipping weights, and long-term logistics costs.","Logistics issue covered: business case linking packaging choices to shipping cost, space use, and damage. Packaging/material relevance: paper, recycled-content, reusable, and minimalist tertiary/e-commerce formats. Actual versus dimensional relevance: DHL notes lighter materials reduce shipping costs while also linking savings to shipping volume and operational efficiency, reinforcing that weight is only one part of transport economics. Cost/emissions/damage implication: lighter materials can reduce fees and emissions, but protection and scalability still need validation. Use in lightweighting evaluation: general logistics-sector support that packaging-weight reductions can matter commercially. Limitation: high-level guidance rather than SKU-level cost modeling.",Sustainable Packaging: 8 Examples & Solutions for You — DHL — https://www.dhl.com/discover/en-global/logistics-advice/sustainability-and-green-logistics/sustainable-packaging-in-logistics,https://www.dhl.com/discover/en-global/logistics-advice/sustainability-and-green-logistics/sustainable-packaging-in-logistics
07,07_Logistics_Cost_Weight_Link,S07-010,"Mondi states lighter, well-protected e-commerce packaging using recycled and fresh paper can reduce waste and last-mile carbon emissions.","Logistics issue covered: last-mile transport efficiency and emissions. Packaging/material relevance: beauty e-commerce shippers, paper mailers, corrugated packs, and fresh-fibre/recycled-fibre paper solutions. Actual versus dimensional relevance: the source mixes lighter and more compact packs; for this report only the material-weight portion should be carried forward. Cost/emissions/damage implication: lighter paper-based transport packaging can reduce emissions, but Mondi ties this to adequate strength and protection rather than weight reduction alone. Use in lightweighting evaluation: use for paper-based tertiary packaging routes while separating valid material-downgauge options from out-of-scope size redesign. Limitation: statement mixes weight and compactness.",The last mile in eCommerce — Mondi — https://www.mondigroup.com/news-and-insight/2024/the-last-mile-unpacked-driving-ecommerce-with-sustainable-packaging/,https://www.mondigroup.com/news-and-insight/2024/the-last-mile-unpacked-driving-ecommerce-with-sustainable-packaging/
07,07_Logistics_Cost_Weight_Link,S07-011,International Paper says corrugated inserts and specialty packaging can replace plastic foam and loose-fill for damage-prone liquid-filled plastic and glass bottles.,"Logistics issue covered: protective-packaging substitution for fragile bottles in transit. Packaging/material relevance: cosmetics and personal care because the source specifically names liquid-filled plastic and glass bottles and identifies corrugated inserts as alternatives to foam and peanuts. Actual versus dimensional relevance: indirect; replacing heavier or more material-intensive protective formats may improve recyclability and potentially reduce overall shipper material use. Cost/emissions/damage implication: supports paper-based protective inserts for fragile liquid products, but protection must remain adequate. Use in lightweighting evaluation: evidence that corrugated inserts are a credible tertiary/secondary protective route for bottle-based beauty SKUs. Limitation: no quantified cost or weight delta.",Paper-based Recyclable Packaging Fuels Design Innovations — International Paper — https://www.internationalpaper.com/resources/recycling/article/paper-based-recyclable-packaging-fuels-design-innovations,https://www.internationalpaper.com/resources/recycling/article/paper-based-recyclable-packaging-fuels-design-innovations
07,07_Logistics_Cost_Weight_Link,S07-012,"Pregis says its air-cushion system is more than 99% air and can reduce packaging material, transport costs, storage space, and return-related impacts.","Logistics issue covered: lightweight protective packaging for parcels. Packaging/material relevance: tertiary packaging choices such as air pillows for void fill and cushioning in beauty e-commerce shipments. Actual versus dimensional relevance: actual-weight advantage is strong because the protective medium is mostly air; dimensional billing may still limit savings for oversized cartons. Cost/emissions/damage implication: air pillows are attractive where lightweight protection matters and where storage-space reductions matter. Use in lightweighting evaluation: treat air cushions as a baseline lightweight protective option against which paper void fill, molded fibre, and corrugated inserts can be compared. Limitation: recyclability and curbside acceptance depend on local systems and film type; source is supplier-authored.",Eco Friendly Air Cushions AirSpeed — Pregis — https://uk.pregis.com/globalassets/resources/eu/sustainability/sustai~1.pdf,https://uk.pregis.com/globalassets/resources/eu/sustainability/sustai~1.pdf
07,07_Logistics_Cost_Weight_Link,S07-013,"Sealed Air says kraft paper mailers weigh less and generate less solid waste than corrugated boxes, giving postage savings, and are made with 100% recycled paper fibers.","Logistics issue covered: tertiary-pack choice between mailers and boxes. Packaging/material relevance: lightweight, non-fragile beauty items and flat/soft goods where a paper mailer can replace a corrugated box. Actual versus dimensional relevance: supports actual-weight and postage savings; strongest where the item can safely ship in a mailer rather than a box. Cost/emissions/damage implication: lighter tertiary material can reduce postage and waste, but only for SKUs that do not need rigid protection. Use in lightweighting evaluation: use as a material route for mass-market and refill/accessory subcategories, not for fragile glass or luxe presentation-dependent packs unless validated. Limitation: package-format suitability is product-dependent and not a universal corrugated substitute.",Kraft Paper Mailers — Sealed Air — https://www.sealedair.com/uk/products/protective-packaging/mailers/paper-mailers,https://www.sealedair.com/uk/products/protective-packaging/mailers/paper-mailers
07,07_Logistics_Cost_Weight_Link,S07-014,"Smurfit says honeycomb cardboard is lightweight, fills gaps/voids, prevents movement, offers stacking strength up to 800 kPa, and can lower shipping costs without compromising stability.","Logistics issue covered: paper-based protective inserts and void-fill/stabilization. Packaging/material relevance: tertiary protective packaging and replacement of heavier protective components for premium gift sets, fragile glass, or multi-item beauty bundles. Actual versus dimensional relevance: primarily actual-weight and stability related. Cost/emissions/damage implication: honeycomb paper is a lighter protective option that still provides compression and stacking performance. Use in lightweighting evaluation: include honeycomb paperboard as a candidate to replace foam blocks, denser inserts, or multi-material protective components where compression and movement control matter. Limitation: no direct beauty-specific case or cost comparison.",Hexacomb Packaging — Smurfit Kappa — https://www.smurfitkappa.com/products-and-services/packaging/hexacomb-packaging,https://www.smurfitkappa.com/products-and-services/packaging/hexacomb-packaging
07,07_Logistics_Cost_Weight_Link,S07-015,"Smurfit says corrugated cardboard pallets are 70% lighter than wood pallets and can reduce shipping costs, carbon emissions, and manual-handling strain.","Logistics issue covered: pallet-level tertiary packaging and handling efficiency. Packaging/material relevance: palletized bulk shipments of finished beauty goods, components, and secondary-pack assemblies. Actual versus dimensional relevance: pure actual-weight benefit at pallet/load level; pallet tare directly affects truck and air-freight payload utilization. Cost/emissions/damage implication: cutting pallet tare can reduce load weight and potentially improve manual handling and safety. Use in lightweighting evaluation: useful for tertiary-pack screening at distribution-center/export level where wood pallets are avoidable. Limitation: performance depends on load profile, moisture exposure, and export handling conditions.",Cardboard Pallets — Smurfit Kappa — https://www.smurfitkappa.com/uk/products-and-services/packaging/corrugated-pallets,https://www.smurfitkappa.com/uk/products-and-services/packaging/corrugated-pallets
07,07_Logistics_Cost_Weight_Link,S07-016,"Gerresheimer states that in luxury cosmetics, glass weight is often perceived as a sign of high value, even though lighter glass design improves sustainability.","Logistics issue covered: premium/luxe packaging’s intentional use of high-weight primary packs. Packaging/material relevance: fragrance, skincare, and luxury beauty packs using heavy glass. Actual versus dimensional relevance: mostly actual-weight issue; heavy glass increases pack tare and transport/handling burden. Cost/emissions/damage implication: premium/luxe brands may accept higher logistics cost because weight contributes to consumer-perceived value, but lightweight glass design is increasingly considered. Use in lightweighting evaluation: supports splitting recommendations into luxe and mass-market tracks because premium packaging has a different value equation and cannot be screened on logistics cost alone. Limitation: perception/value statements are segment-specific and should not be generalized across all beauty products.",Lightweight Packaging Design for Less — Gerresheimer — https://www.gerresheimer.com/en/customer/products-solutions/cosmetics/sustainable-packaging-design/design-for-less,https://www.gerresheimer.com/en/customer/products-solutions/cosmetics/sustainable-packaging-design/design-for-less
07,07_Logistics_Cost_Weight_Link,S07-017,"Berry/Amcor says plastic’s lighter weight can reduce the number of vehicles needed, allow more bottles per truck within pack-out limits, and had a cited 15% carbon-emission advantage for a plastic soap bottle versus glass.","Logistics issue covered: primary-pack material substitution and transport efficiency. Packaging/material relevance: personal care bottles and cosmetic body-care or hair-care formats where plastic can replace glass. Actual versus dimensional relevance: clear actual-weight transport case because lighter bottles can increase payload efficiency and lower indirect transport emissions. Cost/emissions/damage implication: supports glass-to-plastic substitution where brand, compatibility, and recyclability allow; also implies lower breakage risk versus glass. Use in lightweighting evaluation: evidence for evaluating glass-to-PET/HDPE/PP transitions in mass-market SKUs and selected premium-adjacent categories. Limitation: aesthetics, compatibility, and premium-brand equity may limit applicability in luxe beauty.",Plastic or Glass? Why Choose Plastic Instead of Glass — Berry / Amcor Packaging Solutions — https://packagingsolutions.amcor.com/en/news/articles/plastic-or-glass-how-do-you-decide,https://packagingsolutions.amcor.com/en/news/articles/plastic-or-glass-how-do-you-decide
07,07_Logistics_Cost_Weight_Link,S07-018,"The Flexible Packaging Association says flexible packaging usually has lower fossil-fuel use, GHG emissions, and water use because of very light weight, efficient roll/flat shipping, and high product-to-package ratio.","Logistics issue covered: system-level transport and resource efficiency of flexible formats. Packaging/material relevance: refill pouches, sachets, flexible mailers, and lightweight films used in primary or tertiary beauty packaging. Actual versus dimensional relevance: strong actual-weight advantage because the format is very light and inbound materials ship flat or on rolls. Cost/emissions/damage implication: supports flexible refill pouches and film-based routes as logistics-weight reduction candidates where breakage resistance and high product-to-package ratio matter. Use in lightweighting evaluation: directional basis for comparing refill/flexible routes against rigid bottles or jars in mass-market and e-commerce scenarios. Limitation: end-of-life and recyclability constraints for flexible formats need separate screening and should not be assumed favorable in every market.",Sustainable Packaging — Flexible Packaging Association — https://www.flexpack.org/sustainable-packaging,https://www.flexpack.org/sustainable-packaging
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-001,"Sidel’s X-LITE Still shows industrialized ultra-lightweight PET in food and beverage: a 500 ml bottle weighing 6.5 g, with resin and energy savings versus a 12 g bottle.","Material/technology route covered: ultra-lightweight PET bottle design for non-pressurized beverages. Food/beverage use case: 500 ml still-water bottle. Possible cosmetic/personal care transfer: mass-market low-viscosity formats such as travel-size shampoo, body wash, micellar water, or refillable liquid-care bottles where PET is acceptable. Weight/material reduction relevance: 6.5 g versus 12 g directly evidences resin reduction potential. Premium versus mass-market fit: strongest for mass-market/value channels, not luxe. Compatibility/limitation notes: beverage-specific and does not prove suitability for oils, high alcohol, fragrances, pumps, or aggressive actives. Use in screening: keep as a top benchmark for rigid lightweight PET where cosmetic compatibility and handling requirements do not force thicker walls or complex dispensing systems.",X-LITE Packaging Solution — Sidel — https://www.sidel.com/en/services/x-lite-still/,https://www.sidel.com/en/services/x-lite-still/
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-002,ALPLA states plastic packaging weight has been reduced by an average of 25% since 1991 in Western Europe and reports a 1.5 L PET bottle reduced by 38% to 25 g.,"Material/technology route covered: lightweight PET bottles at scale. Food/beverage use case: beverage bottles including a 1.5 L PET bottle reduced to 25 g. Possible cosmetic/personal care transfer: shampoo, conditioner, body wash, and personal-care bottles where PET clarity and blow-molding infrastructure already exist. Weight/material reduction relevance: quantified large-scale bottle-weight reduction and long-term industry trend. Premium versus mass-market fit: primarily mass-market; selected premium clear bottles possible where PET aesthetics are acceptable. Compatibility/limitation notes: does not address pumps, droppers, thick formulas, alcohol, or fragrance loss. Use in screening: use as evidence that lightweight PET is mature and scalable but requires formula, top-load, and closure-system screening.",Beverage Packaging Solutions End-to-End — ALPLA — https://www.alpla.com/en/markets/beverages,https://www.alpla.com/en/markets/beverages
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-003,"ALPLA reports Coca-Cola India launched a packaged drinking water bottle made from 100% recycled PET, supporting rPET as a mature route with circularity relevance.","Material/technology route covered: 100% rPET bottle. Food/beverage use case: packaged drinking water in India. Possible cosmetic/personal care transfer: clear or lightly tinted personal-care bottles where recycled content and PET’s lower mass versus glass are desirable. Weight/material reduction relevance: does not give bottle grams but confirms full-rPET food-contact bottle commercialization. Premium versus mass-market fit: strongest for mass-market, with some premium use if appearance requirements are met. Compatibility/limitation notes: evidence of recycled-content readiness, not direct cosmetics compatibility or luxury appearance; beauty use needs color, odor, clarity, and scuff-resistance checks. Use in screening: keep rPET as a serious candidate wherever virgin PET is acceptable, especially mass-market personal care.",ALPLA supports Coca-Cola in launching India’s first 100% recycled PET Bottle for packaged drinking water — ALPLA Blog — https://blog.alpla.com/en/blog/products-innovation/alpla-supports-coca-cola-launching-indias-first-100-recycled-pet-bottle,https://blog.alpla.com/en/blog/products-innovation/alpla-supports-coca-cola-launching-indias-first-100-recycled-pet-bottle
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-004,"Berry’s thin-wall dairy cups are injection molded in 100% PP and described as lightweight and durable, proving thin-wall PP as a food lightweighting route.","Material/technology route covered: thin-wall polypropylene containers. Food/beverage use case: dairy cups for cottage cheese, fresh mozzarella, and yogurt. Possible cosmetic/personal care transfer: cream jars, balms, mask tubs, refill pods, and lightweight tubs for mass beauty/personal care. Weight/material reduction relevance: thin-wall format reduces material through downgauging, aligned with material-based lightweighting scope. Premium versus mass-market fit: strongest for mass-market skincare and personal-care tubs; limited luxe use unless decoration or overpack elevates feel. Compatibility/limitation notes: does not prove performance with fragrant, oily, solvent-bearing, or active-rich formulas. Use in screening: keep thin-wall PP as a priority route for commodity jars/tubs and refill inserts where premium heft is not required.",Berry offers the latest in PP cups — Berry Global via Amcor Packaging Solutions — https://packagingsolutions.amcor.com/en/news/articles/berry-offers-the-latest-in-pp-cups,https://packagingsolutions.amcor.com/en/news/articles/berry-offers-the-latest-in-pp-cups
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-005,Berry reports a tethered-cap collaboration with Coca-Cola Bottling Company United achieved a 10% closure weight reduction and made the overall pack around 20% lighter than the previous finish.,"Material/technology route covered: lightweight beverage closure. Food/beverage use case: tethered cap for beverage bottles. Possible cosmetic/personal care transfer: lightweight disc-tops, flip-tops, screw caps, and non-dispensing closures for personal care. Weight/material reduction relevance: quantifies closure-level and full-pack reduction, important because closures are often overlooked in beauty lightweighting. Premium versus mass-market fit: strongest for mass-market high-volume bottles where small gram savings scale quickly. Compatibility/limitation notes: beverage closures are mechanically simpler than pumps, droppers, airless systems, or prestige actuators. Use in screening: create a standalone closure-lightweighting workstream rather than focusing only on container bodies.",Tethered Cap for Coca Cola Bottling Company United — Berry Global via Amcor Packaging Solutions — https://packagingsolutions.amcor.com/en/news/articles/14276-berry-cocacola-collaborate-to-implement-tethered-c,https://packagingsolutions.amcor.com/en/news/articles/14276-berry-cocacola-collaborate-to-implement-tethered-c
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-006,"Amcor’s AmPrima PE Plus coffee pack is a mono-material PE structure with high-barrier performance, line speeds comparable to non-recyclable materials, and up to 38% lower carbon footprint than standard packs.","Material/technology route covered: mono-material PE high-barrier flexible pouch. Food/beverage use case: coffee packaging. Possible cosmetic/personal care transfer: refill pouches, sachets, and low-profile flexible packs for shampoos, body wash, soaps, or powdered beauty products. Weight/material reduction relevance: replaces heavier rigid formats or harder-to-recycle multi-material laminates with a lighter mono-material structure. Premium versus mass-market fit: best for mass-market refills; selective premium use where soft-pack convenience is acceptable. Compatibility/limitation notes: coffee aroma/moisture barrier does not automatically prove suitability for oils, alcohols, fragrances, or active skincare. Use in screening: advance mono-PE as a leading lightweight route but segment cosmetics by formulation aggressiveness before extrapolating food-pack performance.",AmPrima Recycle Ready Packaging Solutions for coffee — Amcor — https://www.amcor.com/sustainability/products/amprima/afla/coffee,https://www.amcor.com/sustainability/products/amprima/afla/coffee
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-007,"Amcor’s Stonyfield pouch moved refrigerated yogurt from a multi-laminate structure to an all-PE film with a spout while removing metallized/foil layers and retaining heat resistance, barrier, hermetic seals, and premium graphics.","Material/technology route covered: all-PE spouted pouch. Food/beverage use case: refrigerated yogurt pouch. Possible cosmetic/personal care transfer: shampoo, baby care, body wash, cleanser, and liquid-soap refills or direct-use spouted packs. Weight/material reduction relevance: replacing multi-laminate structures with all-PE preserves pouch-level lightweighting and improves recyclability directionally. Premium versus mass-market fit: strongest for mass-market and family-size refills; some premium opportunity for modern refill systems. Compatibility/limitation notes: proves barrier, sealing, and production validation for yogurt, not direct compatibility with essential oils, alcohol-rich products, or aggressive surfactants. Use in screening: place all-PE spouted pouches near the top of the shortlist for refill-led beauty routes, subject to formula and fitment testing.",Amcor collaborates to launch first all-PE spouted pouch — Amcor — https://www.amcor.com/media/news/amcor-stonyfield-cpna-spouted-pouch,https://www.amcor.com/media/news/amcor-stonyfield-cpna-spouted-pouch
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-008,"Mondi says BarrierPack Recyclable is a fully recyclable all-PE high-barrier laminate that is lighter than PET/PE laminates of the same thickness, runs on existing lines, and is offered for food, pet food, home and personal care.","Material/technology route covered: all-PE high-barrier flexible laminate/pouch. Food/beverage use case: confectionery and food. Possible cosmetic/personal care transfer: refill pouches, stand-up pouches, shaped pouches, and flexible packs for home/personal care. Weight/material reduction relevance: source states the structure is lighter than PET/PE laminates of the same thickness. Premium versus mass-market fit: attractive for mass-market refills and scalable FMCG formats; limited premium use where soft packs are acceptable. Compatibility/limitation notes: barrier and line compatibility are supported, but beauty formulas still require chemical compatibility, odor, and stress-testing work. Use in screening: treat as one of the strongest transferable routes because the supplier explicitly spans food through home/personal care.",Mondi’s BarrierPack Recyclable helps consumer goods brands advance their circular economy goals — Mondi Group — https://www.mondigroup.com/news-and-insight/2020/mondis-barrierpack-recyclable-helps-consumer-goods-brands-advance-their-circular-economy-goals/,https://www.mondigroup.com/news-and-insight/2020/mondis-barrierpack-recyclable-helps-consumer-goods-brands-advance-their-circular-economy-goals/
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-009,"Amcor’s home and personal care page shows the AmPrima PE Plus family already positioned for personal care, with up to 54% lower carbon footprint than standard packs plus high clarity/transparency for shelf appeal.","Material/technology route covered: mono-PE recycle-ready flexible pouch for home and personal care. Food/beverage use case: cross-over proof from food-style mono-PE flexible platforms into personal care. Possible cosmetic/personal care transfer: body wash, shampoo, soap, personal-care refills, and flexible refill formats. Weight/material reduction relevance: characterizes pouches as lightweight and easy to carry/store. Premium versus mass-market fit: clearest for mass-market; selected premium brands could use it where refill systems matter more than rigid heft. Compatibility/limitation notes: does not prove suitability for all beauty categories such as prestige skincare with high sensory expectations or solvent-sensitive formulas. Use in screening: evidence that mono-PE flexible routes have already moved from food-style technology platforms into personal care at scale.",AmPrima Recycle-Ready Packaging for home and personal care — Amcor — https://www.amcor.com/sustainability/products/amprima/afla/home-and-personal-care,https://www.amcor.com/sustainability/products/amprima/afla/home-and-personal-care
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-010,Tetra Pak says a paper-based barrier can replace the aluminum-foil layer in aseptic cartons while maintaining comparable food protection and shelf life; one example reached 87% renewable content and 26% package carbon-footprint reduction.,"Material/technology route covered: paper-based barrier in carton packaging replacing aluminum foil. Food/beverage use case: aseptic soy-milk carton on high-speed filling equipment. Possible cosmetic/personal care transfer: niche opportunities in refill cartons, low-viscosity liquid refills, or paper-barrier workstreams. Weight/material reduction relevance: simplifies material structure directionally and cuts package footprint in the cited example. Premium versus mass-market fit: more realistic for mass-market refill concepts than premium main packs. Compatibility/limitation notes: complex barrier structure built for aseptic liquid food and specialized filling systems; not a near-term mainstream replacement for bottles, jars, or pump packs. Use in screening: keep on the longlist for refill/carton concepts, but filter out early for most mainstream cosmetic primary packaging.",Tetra Pak extends paper-based barrier packaging to high-speed lines in Asia — Tetra Pak — https://www.tetrapak.com/en-in/about-tetra-pak/news-and-events/newsarchive/tetra-pak-extends-paper-based-barrier-to-high-speed-lines,https://www.tetrapak.com/en-in/about-tetra-pak/news-and-events/newsarchive/tetra-pak-extends-paper-based-barrier-to-high-speed-lines
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-011,"Amcor’s AmFiber Performance Paper is used for dry-food formats such as confectionery, bars, cookies, cereals, dry beverages, and dry mixes, and runs on existing flexible-packaging equipment.","Material/technology route covered: paper-based high-barrier flexible packaging. Food/beverage use case: dry-food formats such as bars, cereals, cookies, and dry-mix sachets. Possible cosmetic/personal care transfer: powder products, dry sample sachets, sheet-mask overwraps, or selective secondary/overwrap applications. Weight/material reduction relevance: materially light flexible paper structures can replace some plastic-heavy small-format wraps. Premium versus mass-market fit: mostly mass-market or niche eco-positioned brands; less suited to luxe unless used as secondary component with strong decoration. Compatibility/limitation notes: evidence should not be stretched to oily, wet, alcohol-rich, or fragrance-loaded cosmetics without separate validation. Use in screening: advance only for dry-product beauty formats and selective paper-overwrap formats, not mainstream wet primary packs.",High-Barrier Performance Paper Packaging Launches in North America — Amcor — https://www.amcor.com/media/news/paper-packaging-launch-north-america,https://www.amcor.com/media/news/paper-packaging-launch-north-america
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-012,Stora Enso says FiberLight Tec creates lighter boards with strength and stiffness using less raw material; Performa Light folding carton is more than 5% lighter than without the treatment.,"Material/technology route covered: lightweight folding-carton paperboard. Food/beverage use case: premium food folding carton. Possible cosmetic/personal care transfer: secondary packaging such as folding cartons, sleeves, gift cartons, and premium paperboard outer packs. Weight/material reduction relevance: quantified board weight reduction while maintaining strength and printability. Premium versus mass-market fit: suitable for both, especially premium/luxe beauty where tactile quality, stiffness, and print surface matter. Compatibility/limitation notes: secondary-pack transfer route, not a primary wet-contact container solution. Use in screening: include as a key secondary-pack route because it addresses material-based lightweighting without changing pack shape or footprint.","Light-weight materials, efficient production – How technological innovation shapes the future of food packaging — Stora Enso — https://www.storaenso.com/en/newsroom/news/2024/7/technological-innovation-shapes-the-future-of-food-packaging",https://www.storaenso.com/en/newsroom/news/2024/7/technological-innovation-shapes-the-future-of-food-packaging
08,08_Food_Beverage_Lightweight_Material_Transfer,S08-013,"Huhtamaki’s blueloop portfolio offers mono-material packaging in paper, PE, PP, and PET across food, pet food, beverages, home and personal care, and healthcare while aiming to minimize material use and improve recyclability.","Material/technology route covered: mono-material flexible packaging platforms in paper, PE, PP, and PET. Food/beverage use case: food and beverage flexible packs. Possible cosmetic/personal care transfer: home and personal care flexible packs, sachets, pouches, and refill structures. Weight/material reduction relevance: source frames solutions as minimizing material use while advancing recyclability. Premium versus mass-market fit: strongest for mass-market FMCG, with selected premium refill applications possible. Compatibility/limitation notes: portfolio-level source proves platform breadth rather than a single detailed specification. Use in screening: justify including mono-material PE/PP/PET/paper flexible structures in the longlist for refill and sachet workstreams.",Flexible Packaging — Huhtamaki — https://www.huhtamaki.com/en-in/flexible-packaging/,https://www.huhtamaki.com/en-in/flexible-packaging/
